Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
 (39803)                   1997 UY15   L4    4.905   5.696  12.53  20201217  312.04  244.2  165.3    0.5  0.075   5.300    22     MPO593735
 (40237)                   1998 VM6    L4    4.065   6.361  11.95  20201217  288.02  129.5  309.2    6.3  0.220   5.213    15     MPO593742
 (40262)                   1999 CF156  L4    4.451   6.045  12.9   20201217  268.12   35.3   74.7   10.8  0.152   5.248    15     MPO493130
 (41268)                   1999 XO64   L4    4.501   5.862  12.6   20201217  243.40   36.9   75.3   16.3  0.131   5.181    14     MPO474272
 (41340)                   1999 YO14   L4    4.867   5.459  11.24  20201217  260.88  285.3  183.3   33.2  0.057   5.163    22     MPO593759
 (41342)                   1999 YC23   L4    4.861   5.793  12.50  20201217  284.18  199.7  239.2    2.9  0.087   5.327    21     MPO593759
 (41350)                   2000 AJ25   L4    4.792   5.660  12.11  20201217  328.85  104.9  294.3    9.7  0.083   5.226    19     MPO593759
 (41353)                   2000 AB33   L4    4.813   5.623  12.05  20201217  344.74  312.5   92.7   10.0  0.078   5.218    20     MPO593759
 (41355)                   2000 AF36   L4    4.756   5.580  12.6   20201217  321.01  326.4   95.9    8.0  0.080   5.168    19     MPO493137
 (41359)                   2000 AG55   L4    5.017   5.278  12.15  20201217  329.98  338.5  102.8    6.8  0.025   5.148    20     MPO593759
 (41379)                   2000 AS105  L4    4.806   5.429  11.40  20201217  293.91  343.1  105.0   25.9  0.061   5.118    21     MPO593759
 (41417)                   2000 AL233  L4    4.970   5.406  12.44  20201217  323.49  328.3  119.9    1.7  0.042   5.188    20     MPO593760
 (41426)                   2000 CJ140  L4    4.945   5.679  12.88  20201217  308.86  315.3  128.4    1.5  0.069   5.312    20     MPO593760
 (41427)                   2000 DY4    L4    4.873   5.713  12.36  20201217  318.58   14.1   68.4    5.7  0.079   5.293    17     MPO593760
 (42036)                   2000 YP96   L4    5.006   5.404  11.94  20201217  304.57  132.2  282.4    6.5  0.038   5.205    19     MPO593770
 (42114)                   2001 BH4    L4    5.163   5.191  12.46  20201217  299.41   32.9   32.1    7.2  0.003   5.177    19     MPO593772
 (42146)                   2001 BN42   L4    4.988   5.322  11.96  20201217  299.77  193.2  251.6   11.4  0.032   5.155    20     MPO593772
 (42168)                   2001 CT13   L4    4.866   5.476  11.68  20201217   84.90  184.5  120.1   14.0  0.059   5.171    22     MPO593773
 (42176)                   2001 CK22   L4    4.738   5.693  12.36  20201217  226.92  179.6  329.3   14.3  0.092   5.215    18     MPO593773
 (42179)                   2001 CP25   L4    4.962   5.545  12.30  20201217  333.03  318.5   81.6    6.6  0.056   5.253    22     MPO593773
 (42182)                   2001 CP29   L4    5.019   5.345  12.12  20201217  334.47  319.4   93.2    6.6  0.032   5.182    21     MPO593773
 (42187)                   2001 CS32   L4    5.035   5.378  11.46  20201217   98.08  257.5    9.5   24.2  0.033   5.207    21     MPO593773
 (42200)                   2001 DJ26   L4    5.144   5.557  12.06  20201217  351.96    5.3   10.7    6.5  0.039   5.350    19     MPO593773
 (42201)                   2001 DH29   L4    4.354   6.002  12.39  20201217  277.22  213.2  236.4    7.1  0.159   5.178    17     MPO593773
 (42230)                   2001 DE108  L4    4.954   5.502  12.54  20201217  261.30  123.0    7.4   13.7  0.052   5.228    16     MPO593774
 (42277)                   2001 SQ51   L5    4.896   5.392  12.11  20201217   90.59   42.5  115.4    6.1  0.048   5.144    20     MPO593774
 (42367)                   2002 CQ134  L4    4.992   5.441  11.0   20201217  228.37  342.4  188.0   29.0  0.043   5.216    22     MPO526361
 (42403) Andraimon         6844 P-L    L4    4.670   5.874  12.53  20201217  307.21   29.2   18.1    8.1  0.114   5.272    16     MPO593776
 (42554)                   1996 RJ28   L4    4.976   5.278  11.80  20201217   53.57  133.5  178.5   17.5  0.029   5.127    23     MPO593778
 (42555)                   1996 RU31   L4    4.647   5.833  12.57  20201217   19.50  187.4  165.3    6.4  0.113   5.240    20     MPO593778
 (43212)                   2000 AL113  L4    4.979   5.591  12.2   20201217  255.82  258.9  223.2    6.5  0.058   5.285    21     MPO526368
 (43436)                   2000 YD42   L4    5.135   5.174  12.13  20201217  105.59  127.2  124.9    8.4  0.004   5.154    21     MPO593792
 (43627)                   2002 CL224  L4    4.521   5.686  12.95  20201217  306.33   97.5  328.3    1.3  0.114   5.103    19     MPO593795
 (43706) Iphiklos          1416 T-2    L4    4.715   5.624  12.3   20201217    1.66  213.2  185.9   13.5  0.088   5.170    19     MPO526372
 (45822)                   2000 QQ116  L5    4.251   6.243  12.30  20201217  249.00  271.1   91.9    7.3  0.190   5.247    22     MPO593828
 (46676)                   1996 RF29   L4    4.560   5.754  12.03  20201217  111.78   73.1  173.6   11.5  0.116   5.157    24     MPO593840
 (47955)                   2000 QZ73   L5    4.754   5.447  12.06  20201217  294.63   99.2  218.3    3.2  0.068   5.100    28     MPO593859
 (47956)                   2000 QS103  L5    4.788   5.478  11.99  20201217  303.65  297.6   27.1    9.7  0.067   5.133    23     MPO593859
 (47957)                   2000 QN116  L5    4.827   5.732  11.76  20201217  282.76  154.4  153.8    7.6  0.086   5.280    24     MPO593859
 (47959)                   2000 QP168  L5    4.764   5.445  12.32  20201217  311.61   15.1  291.2    6.0  0.067   5.105    20     MPO593859
 (47962)                   2000 RU69   L5    4.799   5.750  11.88  20201217  231.65    3.9   19.4   20.1  0.090   5.275    21     MPO593859
 (47963)                   2000 SO56   L5    5.108   5.421  11.95  20201217  310.69  104.8  185.6   13.2  0.030   5.264    23     MPO593859
 (47964)                   2000 SG131  L5    4.470   5.946  11.97  20201217  252.81   99.1  259.4   14.0  0.142   5.208    21     MPO593859
 (47967)                   2000 SL298  L5    4.612   5.811  11.92  20201217  356.88    4.7  254.7    6.5  0.115   5.211    21     MPO593859
 (47969)                   2000 TG64   L5    4.993   5.581  11.93  20201217  223.76  278.1  110.5   16.9  0.056   5.287    20     MPO593859
 (48249)                   2001 SY345  L5    5.037   5.180  12.12  20201217  216.02  267.1  100.5    7.5  0.014   5.109    25     MPO593863
 (48252)                   2001 TL212  L5    5.035   5.243  12.32  20201217  221.77  154.1  226.0   15.6  0.020   5.139    23     MPO593863
 (48254)                   2001 UE83   L5    4.627   5.728  12.40  20201217  286.17  291.1   47.2   31.8  0.106   5.177    18     MPO593863
 (48269)                   2002 AX166  L4    4.933   5.392  12.03  20201217  172.26   42.8  162.6   15.7  0.044   5.162    23     MPO593864
 (48373) Gorgythion        2161 T-3    L5    5.195   5.346  12.12  20201217   30.23   35.7  208.3   27.2  0.014   5.271    25     MPO593865
 (48438)                   1989 WJ2    L5    4.991   5.295  10.94  20201217  242.35  289.6   95.9   31.4  0.029   5.143    21     MPO593866
 (48604)                   1995 CV     L5    4.699   5.592  12.53  20201217  272.44  145.4  152.9    7.1  0.087   5.146    22     MPO593869
 (48764)                   1997 JJ10   L5    4.723   5.662  11.59  20201217  193.62  304.0   96.7   25.6  0.090   5.193    20     MPO593871
 (48767) Skamander         1997 JG15   L5    4.862   5.568  11.95  20201217  258.38  102.1  228.0   29.1  0.068   5.215    17     MPO593871
 (51339)                   2000 OA61   L5    4.798   5.507  12.17  20201217   45.40  236.8  325.7    7.1  0.069   5.152    21     MPO593909
 (51340)                   2000 QJ12   L5    4.799   5.484  11.90  20201217  235.86  261.8   88.1    2.8  0.067   5.142    22     MPO593909
 (51344)                   2000 QA127  L5    4.936   5.418  12.14  20201217  259.21   40.3  314.1    4.4  0.047   5.177    20     MPO593909
 (51345)                   2000 QH137  L5    4.446   5.998  11.78  20201217  186.10  126.7  292.9   13.9  0.149   5.222    19     MPO593909
 (51346)                   2000 QX158  L5    4.973   5.283  12.06  20201217  304.48   54.1  246.5    9.0  0.030   5.128    21     MPO593909
 (51347)                   2000 QZ165  L5    4.434   5.897  11.93  20201217  244.81  131.4  239.6    7.6  0.142   5.166    21     MPO593909
 (51348)                   2000 QR169  L5    4.793   5.476  11.98  20201217   19.67  284.3  307.8    7.7  0.066   5.134    21     MPO593909
 (51350)                   2000 QU176  L5    4.912   5.474  11.58  20201217  247.93   21.5  328.1   17.3  0.054   5.193    22     MPO593909
 (51351)                   2000 QO218  L5    4.746   5.457  12.30  20201217  210.75  248.5  138.4    3.0  0.070   5.102    22     MPO593909
 (51354)                   2000 RX25   L5    4.596   5.699  11.47  20201217  289.23   58.7  269.5    9.9  0.107   5.147    22     MPO593909
 (51357)                   2000 RM88   L5    4.819   5.563  12.23  20201217  300.34   55.5  246.2    9.0  0.072   5.191    19     MPO593909
 (51359)                   2000 SC17   L5    4.566   5.779  11.90  20201217  322.00   28.7  262.4    9.5  0.117   5.172    20     MPO593909
 (51360)                   2000 SZ25   L5    4.883   5.456  12.11  20201217  283.10   31.8  274.3    7.1  0.055   5.170    21     MPO593909
 (51362)                   2000 SY247  L5    4.881   5.530  12.36  20201217  321.57  147.3  130.0    5.2  0.062   5.205    23     MPO593909
 (51364)                   2000 SU333  L5    4.748   5.795  11.56  20201217  167.01    6.5   87.1   14.2  0.099   5.272    22     MPO593909
 (51365)                   2000 TA42   L5    4.919   5.520  10.72  20201217  322.01  257.1   18.4   30.2  0.058   5.219    20     MPO593909
 (51378)                   2001 AT33   L4    4.884   5.413  11.63  20201217  292.48  123.2  302.4   33.7  0.051   5.148    19     MPO593910
 (51405)                   2001 DL106  L4    4.940   5.709  12.44  20201217  359.46  202.6  153.1    1.9  0.072   5.325    20     MPO593910
 (51910)                   2001 QQ60   L5    4.720   5.618  11.65  20201217  286.61  298.3    8.6   32.6  0.087   5.169    21     MPO593917
 (51935)                   2001 QK134  L5    4.731   5.678  11.96  20201217  164.85  158.9  270.7   13.0  0.091   5.204    18     MPO593918
 (51958)                   2001 QJ256  L5    4.547   5.678  11.58  20201217  290.80  277.4   15.3   17.6  0.111   5.113    24     MPO593918
 (51962)                   2001 QH267  L5    4.889   5.496  11.48  20201217  352.74  302.4  288.1   18.5  0.058   5.192    21     MPO593918
 (51969)                   2001 QZ292  L5    5.107   5.342  12.11  20201217  294.47  304.8  348.4   25.6  0.023   5.224    17     MPO593918
 (51984)                   2001 SS115  L5    4.793   5.499  12.12  20201217  258.91  319.1   30.3    9.7  0.069   5.146    19     MPO593918
 (51994)                   2001 TJ58   L5    4.811   5.639  12.28  20201217  107.77  122.0   19.8   12.3  0.079   5.225    17     MPO593919
 (52273)                   1988 RQ10   L5    4.754   5.659  12.36  20201217  190.67  268.7  154.6   11.7  0.087   5.206    20     MPO593923
 (52275)                   1988 RS12   L5    4.899   5.558  12.56  20201217  202.19  159.0  238.0    3.6  0.063   5.228    21     MPO593923
 (52278)                   1988 SG3    L5    4.723   5.630  12.19  20201217  291.75  232.3   81.2   19.6  0.088   5.176    20     MPO593923
 (52511)                   1996 GH12   L5    4.894   5.592  12.14  20201217   22.18  101.2  123.3    9.4  0.067   5.243    21     MPO593926
 (52567)                   1997 HN2    L5    4.790   5.532  11.96  20201217  321.62  220.8   54.4   21.5  0.072   5.161    21     MPO593927
 (52645)                   1997 XR13   L4    4.970   5.413  12.49  20201217  313.35   26.1   60.6   12.0  0.043   5.192    18     MPO593928
 (52767) Ophelestes        1998 MW41   L5    5.160   5.430  11.83  20201217  297.43  199.5   98.5   12.8  0.025   5.295    25     MPO593930
 (53418)                   1999 PY3    L5    4.662   5.636  11.77  20201217  326.85  129.6  148.5   26.4  0.095   5.149    22     MPO593940
 (53419)                   1999 PJ4    L5    4.712   5.629  12.2   20201217  296.49  348.1  342.7   30.6  0.089   5.171    20     MPO468416
 (53436)                   1999 VB154  L4    4.999   5.119  11.42  20201217  318.92  296.5  104.2   18.3  0.012   5.059    20     MPO593941
 (53449)                   1999 XG132  L4    4.602   5.827  12.01  20201217  234.18  213.8  290.0   19.8  0.117   5.215    20     MPO593941
 (53469)                   2000 AX8    L4    4.789   5.446  12.46  20201217  358.65   10.0   11.6    7.4  0.064   5.117    21     MPO593941
 (53477)                   2000 AA54   L4    5.118   5.449  11.87  20201217  324.39  112.8  303.6   11.0  0.031   5.283    21     MPO593941
 (54581)                   2000 QW170  L5    4.656   5.682  12.24  20201217  257.78  101.7  257.0    5.5  0.099   5.169    21     MPO593957
 (54582)                   2000 QU179  L5    4.716   5.610  12.56  20201217  272.94  242.8  101.3    2.9  0.087   5.163    22     MPO593957
 (54596)                   2000 QD225  L5    4.709   5.449  12.59  20201217  307.08  155.2  147.3    5.4  0.073   5.079    22     MPO593957
 (54614)                   2000 RL84   L5    4.483   5.905  13.10  20201217  234.88  198.3  183.9   11.8  0.137   5.194    21     MPO593958
 (54625)                   2000 SC49   L5    5.017   5.554  12.41  20201217  254.20  133.5  198.1   11.2  0.051   5.286    20     MPO593958
 (54626)                   2000 SJ49   L5    4.834   5.476  12.32  20201217  268.86  135.6  217.9    9.8  0.062   5.155    22     MPO593958
 (54632)                   2000 SD130  L5    4.601   5.763  12.18  20201217  273.32   66.5  261.4   18.0  0.112   5.182    16     MPO593958
 (54634)                   2000 SA132  L5    4.628   5.697  12.46  20201217  314.24   47.1  261.2   20.3  0.104   5.163    18     MPO593958
 (54638)                   2000 SC144  L5    5.273   5.319  12.28  20201217  348.12  244.8   25.4    4.1  0.004   5.296    18     MPO593958
 (54643)                   2000 SP283  L5    4.797   5.560  12.31  20201217   18.33  264.6  325.4   11.4  0.074   5.178    22     MPO593958
 (54645)                   2000 SR284  L5    4.776   5.722  12.31  20201217  327.71   52.4  235.0   16.8  0.090   5.249    24     MPO593958
 (54646)                   2000 SS291  L5    4.665   5.802  12.52  20201217  302.37   53.1  259.3    3.6  0.109   5.234    20     MPO593958
 (54649)                   2000 SE310  L5    4.667   5.832  11.97  20201217  297.81   23.2  290.7   25.2  0.111   5.249    24     MPO593958
 (54652)                   2000 SZ344  L5    4.955   5.403  12.01  20201217  285.82  210.1  118.5   17.7  0.043   5.179    22     MPO593958
 (54653)                   2000 SB350  L5    4.958   5.492  12.35  20201217  267.24  259.1   97.7   16.5  0.051   5.225    19     MPO593958
 (54655)                   2000 SQ362  L5    4.670   5.621  12.27  20201217  268.56  213.6  131.6   17.4  0.092   5.145    18     MPO593958
 (54656)                   2000 SX362  L5    4.871   5.693  10.73  20201217  324.75  178.5  120.8   32.8  0.078   5.282    22     MPO593958
 (54672)                   2000 WO180  L5    4.547   6.016  11.71  20201217  245.31  287.2   64.5   28.1  0.139   5.281    21     MPO593959
